API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
287381688,1129107671,1416489359,1464,1416490823,409602042,1538711177,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416492591,18992,1416511583,409582530,1826094113,409601751,819203273,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416512136,11336,1416523472,819173768,2235697240,409601620,1228786724,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416523907,10430,1416534337,1228765708,2645300045,409601811,1638377949,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416534754,12005,1416546759,1638356345,3054903104,409601749,2047970099,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416547155,10273,1416557428,2047948576,3464506004,409601845,2457560694,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416557791,11289,1416569080,2457540049,3874109129,409601718,2867153056,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416569469,9943,1416579412,2867132747,4283712159,409601689,3276744379,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416579826,10975,1416590801,3276724456,4693315257,409601593,3686337024,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416591158,10018,1416601176,3686317082,5102918258,409601593,4095928693,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416601522,10134,1416611656,4095909539,5512521195,409601657,4505521330,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416612065,12874,1416624939,4505499417,5922124356,409601497,4915113788,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416625489,10180,1416635669,4915091687,6331727356,409601496,5324703363,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416636073,10308,1416646381,5324683879,6741330260,409601593,5734295780,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416646795,10161,1416656956,5734276337,7150933293,409601559,6143888057,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416657353,9958,1416667311,6143869109,7560536420,409601433,6553480500,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416667677,10206,1416677883,6553461506,7970139389,409601468,6963073180,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416678240,9982,1416688222,6963054139,8379742361,409601503,7372665624,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416688612,9994,1416698606,7372646697,8789345303,409601567,7782258258,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416698983,9970,1416708953,7782239293,9198948246,409601630,8191850893,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416709343,10107,1416719450,8191831866,9608551316,409601566,8601443539,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416719796,10283,1416730079,8601424339,10018154418,409601472,9011036094,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416730442,12402,1416742844,9011014549,10427757393,409601503,9420628454,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416743234,9956,1416753190,9420607275,10837360465,409601439,9830218670,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416753542,10113,1416763655,9830199817,11246963472,409601439,10239811369,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416764047,9977,1416774024,10239792455,11656566479,409601439,10649403871,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416774370,10379,1416784749,10649384641,12066169390,409601536,11058996556,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416785089,10016,1416795105,11058977197,12475772302,409601633,11468588846,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416795603,9825,1416805428,11468570011,12885375439,409601504,11878181340,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416805781,12801,1416818582,11878159769,13294978351,409601601,12287774171,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416818987,9910,1416828897,12287752430,13704581327,409601633,12697363973,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1416829273,10009,1416839282,12697345182,14114184464,409601504,13106956695,2536,2536,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
